Referencia Bancaria;Sucursal;Fecha De La Orden;Métodos De Pago;Pago Previo $;Tasa Bs/$;Pago Previo Bs;Order Id
90802860;2 Doce Market - Las Mercedes;7/2/2026;InstantDebit;$3.21;382.63;1,229.39;18525051
3662930;2 Doce Market - Las Mercedes;7/2/2026;CreditsPagoMovilV2;$8.36;382.63;3,199.17;18524397
90802860;2 Doce Market - Las Mercedes;7/2/2026;InstantDebit;$5.02;382.63;1,920.8;18524986
90802860;2 Doce Market - Las Mercedes;6/2/2026;megasoft;$7.46;381.11;2,843.46;18516712
90802860;2 Doce Market - Las Mercedes;6/2/2026;InstantDebit;$8.77;381.11;3,344.24;18518007
90802860;2 Doce Market - Las Mercedes;6/2/2026;InstantDebit;$3.42;381.11;1,303.4;18511468
90802860;2 Doce Market - Las Mercedes;6/2/2026;punto_de_venta;$7.20;381.11;2,743.99;18517703
90802860;2 Doce Market - Las Mercedes;6/2/2026;InstantDebit;$1.35;381.11;514.5;18510888
3659100;2 Doce Market - Las Mercedes;6/2/2026;CreditsPagoMovilV2;$3.60;381.11;1,372.;18517782
89363251;2 Doce Market - Las Mercedes;5/2/2026;punto_de_venta;$3.60;378.46;1,362.46;18510581
3656100;2 Doce Market - Las Mercedes;5/2/2026;CreditsPagoMovilV2;$1.35;378.46;510.92;18508814
3656100;2 Doce Market - Las Mercedes;5/2/2026;CreditsPagoMovilV2;$3.21;378.46;1,215.99;18508884
89363251;2 Doce Market - Las Mercedes;5/2/2026;InstantDebit;$26.64;378.46;10,082.17;18505796
88871585;2 Doce Market - Las Mercedes;4/2/2026;InstantDebit;$19.58;375.08;7,345.57;18505756
3653484;2 Doce Market - Las Mercedes;4/2/2026;CreditsPagoMovilV2;$2.52;375.08;945.2;18502968
3653484;2 Doce Market - Las Mercedes;4/2/2026;CreditsPagoMovilV2;$3.87;375.08;1,451.56;18505669
3653484;2 Doce Market - Las Mercedes;4/2/2026;CreditsPagoMovilV2;$14.53;375.08;5,448.41;18505739
3649841;2 Doce Market - Las Mercedes;3/2/2026;CreditsPagoMovilV2;$7.20;372.11;2,679.19;18499317
3649841;2 Doce Market - Las Mercedes;3/2/2026;CreditsPagoMovilV2;$3.01;372.11;1,118.56;18496313
3649841;2 Doce Market - Las Mercedes;3/2/2026;CreditsPagoMovilV2;$9.00;372.11;3,348.99;18496216
88406015;2 Doce Market - Las Mercedes;3/2/2026;megasoft;$15.31;372.11;5,696.63;18500490
3649841;2 Doce Market - Las Mercedes;3/2/2026;CreditsPagoMovilV2;$1.35;372.11;502.35;18497619
3649841;2 Doce Market - Las Mercedes;3/2/2026;CreditsPagoMovilV2;$9.60;372.11;3,573.37;18500216
88406015;2 Doce Market - Las Mercedes;3/2/2026;InstantDebit;$4.89;372.11;1,819.62;18498657
87930996;2 Doce Market - Las Mercedes;2/2/2026;megasoft;$6.84;370.25;2,532.51;18493947
87930996;2 Doce Market - Las Mercedes;2/2/2026;megasoft;$28.46;370.25;10,536.57;18495166
87930996;2 Doce Market - Las Mercedes;2/2/2026;megasoft;$0.44;370.25;162.91;18492744
3647372;2 Doce Market - Las Mercedes;2/2/2026;CreditsPagoMovilV2;$9.00;370.25;3,332.25;18495588
3644003;2 Doce Market - Las Mercedes;1/2/2026;CreditsPagoMovilV2;$5.27;370.25;1,949.37;18490288
3644003;2 Doce Market - Las Mercedes;1/2/2026;CreditsPagoMovilV2;$9.21;370.25;3,408.89;18488899
87479463;2 Doce Market - Las Mercedes;1/2/2026;InstantDebit;$8.10;370.25;2,999.03;18491114
87479463;2 Doce Market - Las Mercedes;1/2/2026;megasoft;$18.91;370.25;7,001.06;18489215
87479463;2 Doce Market - Las Mercedes;1/2/2026;megasoft;$7.11;370.25;2,632.48;18491668
87479463;2 Doce Market - Las Mercedes;1/2/2026;InstantDebit;$1.62;370.25;599.81;18489507
3644003;2 Doce Market - Las Mercedes;1/2/2026;CreditsPagoMovilV2;$1.04;370.25;383.21;18485019
3644003;2 Doce Market - Las Mercedes;1/2/2026;CreditsPagoMovilV2;$14.76;370.25;5,464.89;18488723
3644003;2 Doce Market - Las Mercedes;1/2/2026;CreditsPagoMovilV2;$36.54;370.25;13,528.93;18491598
87479463;2 Doce Market - Las Mercedes;31/1/2026;punto_de_venta;$3.21;370.25;1,189.61;18482931
87479463;2 Doce Market - Las Mercedes;31/1/2026;megasoft;$19.62;370.25;7,264.31;18483796
87479463;2 Doce Market - Las Mercedes;31/1/2026;megasoft;$10.39;370.25;3,846.93;18484868
87479463;2 Doce Market - Las Mercedes;31/1/2026;InstantDebit;$6.78;370.25;2,510.3;18478455
87479463;2 Doce Market - Las Mercedes;31/1/2026;punto_de_venta;$3.96;370.25;1,466.19;18478651
3643333;2 Doce Market - Las Mercedes;31/1/2026;CreditsPagoMovilV2;$13.52;370.25;5,005.04;18484886
3643333;2 Doce Market - Las Mercedes;31/1/2026;CreditsPagoMovilV2;$4.14;370.25;1,532.83;18480318
87479463;2 Doce Market - Las Mercedes;31/1/2026;InstantDebit;$11.88;370.25;4,398.57;18478214
87479463;2 Doce Market - Las Mercedes;30/1/2026;InstantDebit;$4.32;367.31;1,586.78;18477280
3638833;2 Doce Market - Las Mercedes;30/1/2026;CreditsPagoMovilV2;$12.40;367.31;4,555.38;18475962
87479463;2 Doce Market - Las Mercedes;30/1/2026;megasoft;$4.82;367.31;1,771.9;18475594
87479463;2 Doce Market - Las Mercedes;30/1/2026;megasoft;$4.86;367.31;1,785.13;18470952
3638833;2 Doce Market - Las Mercedes;30/1/2026;CreditsPagoMovilV2;$5.53;367.31;2,033.06;18476524
86000044;2 Doce Market - Las Mercedes;29/1/2026;InstantDebit;$7.56;363.66;2,749.27;18466933
86000044;2 Doce Market - Las Mercedes;29/1/2026;InstantDebit;$12.10;363.66;4,398.83;18469653
86000044;2 Doce Market - Las Mercedes;29/1/2026;megasoft;$8.76;363.66;3,184.57;18466579
86000044;2 Doce Market - Las Mercedes;29/1/2026;megasoft;$34.46;363.66;12,531.8;18464956
3631939;2 Doce Market - Las Mercedes;28/1/2026;CreditsPagoMovilV2;$6.52;361.49;2,358.72;18463096
3631939;2 Doce Market - Las Mercedes;28/1/2026;CreditsPagoMovilV2;$4.48;361.49;1,620.2;18462913
85492954;2 Doce Market - Las Mercedes;28/1/2026;InstantDebit;$18.47;361.49;6,676.;18464282
85492954;2 Doce Market - Las Mercedes;28/1/2026;megasoft;$10.01;361.49;3,617.79;18464284
3631939;2 Doce Market - Las Mercedes;28/1/2026;CreditsPagoMovilV2;$5.67;361.49;2,049.65;18460963
3628793;2 Doce Market - Las Mercedes;27/1/2026;CreditsPagoMovilV2;$13.46;358.92;4,832.5;18459750
3626321;2 Doce Market - Las Mercedes;26/1/2026;CreditsPagoMovilV2;$8.23;355.55;2,927.95;18452548
84509255;2 Doce Market - Las Mercedes;26/1/2026;megasoft;$12.16;355.55;4,323.13;18453084
3626321;2 Doce Market - Las Mercedes;26/1/2026;CreditsPagoMovilV2;$26.07;355.55;9,270.26;18452543
84081001;2 Doce Market - Las Mercedes;25/1/2026;megasoft;$24.97;355.55;8,879.86;18445397
3623713;2 Doce Market - Las Mercedes;25/1/2026;CreditsPagoMovilV2;$3.01;355.55;1,071.98;18451090
3623713;2 Doce Market - Las Mercedes;25/1/2026;CreditsPagoMovilV2;$2.25;355.55;799.99;18450226
84081001;2 Doce Market - Las Mercedes;24/1/2026;InstantDebit;$5.94;355.55;2,111.97;18442102
3623133;2 Doce Market - Las Mercedes;24/1/2026;CreditsPagoMovilV2;$18.79;355.55;6,681.5;18444618
3623133;2 Doce Market - Las Mercedes;24/1/2026;CreditsPagoMovilV2;$3.42;355.55;1,215.98;18443725
3623133;2 Doce Market - Las Mercedes;24/1/2026;CreditsPagoMovilV2;$32.40;355.55;11,519.82;18443133
84081001;2 Doce Market - Las Mercedes;23/1/2026;punto_de_venta;$14.40;352.71;5,079.02;18432330
84081001;2 Doce Market - Las Mercedes;23/1/2026;megasoft;$17.64;352.71;6,221.8;18432072
84081001;2 Doce Market - Las Mercedes;23/1/2026;InstantDebit;$3.96;352.71;1,396.73;18438031
3619483;2 Doce Market - Las Mercedes;23/1/2026;CreditsPagoMovilV2;$7.99;352.71;2,818.86;18438462
3619483;2 Doce Market - Las Mercedes;23/1/2026;CreditsPagoMovilV2;$22.50;352.71;7,935.97;18438712
84081001;2 Doce Market - Las Mercedes;23/1/2026;megasoft;$11.51;352.71;4,060.04;18438247
84081001;2 Doce Market - Las Mercedes;23/1/2026;InstantDebit;$9.31;352.71;3,282.32;18433850
3619483;2 Doce Market - Las Mercedes;23/1/2026;CreditsPagoMovilV2;$73.59;352.71;25,956.99;18438174
3619483;2 Doce Market - Las Mercedes;23/1/2026;CreditsPagoMovilV2;$3.42;352.71;1,206.27;18436252
84081001;2 Doce Market - Las Mercedes;23/1/2026;InstantDebit;$16.92;352.71;5,967.85;18436080
84081001;2 Doce Market - Las Mercedes;23/1/2026;InstantDebit;$9.00;352.71;3,174.39;18437635
3619483;2 Doce Market - Las Mercedes;23/1/2026;CreditsPagoMovilV2;$8.74;352.71;3,082.33;18437644
82633483;2 Doce Market - Las Mercedes;22/1/2026;InstantDebit;$68.77;349.93;24,064.34;18432007
82633483;2 Doce Market - Las Mercedes;22/1/2026;InstantDebit;$7.20;349.93;2,519.5;18431719
82633483;2 Doce Market - Las Mercedes;22/1/2026;InstantDebit;$4.12;349.93;1,441.71;18429882
82633483;2 Doce Market - Las Mercedes;22/1/2026;InstantDebit;$14.57;349.93;5,098.83;18431529
82145112;2 Doce Market - Las Mercedes;21/1/2026;InstantDebit;$1.44;347.26;500.05;18427117
3614015;2 Doce Market - Las Mercedes;21/1/2026;CreditsPagoMovilV2;$13.50;347.26;4,688.01;18427023
3610673;2 Doce Market - Las Mercedes;20/1/2026;CreditsPagoMovilV2;$1.44;344.51;496.09;18420605
81669180;2 Doce Market - Las Mercedes;20/1/2026;punto_de_venta;$22.24;344.51;7,661.56;18420820
81669180;2 Doce Market - Las Mercedes;20/1/2026;InstantDebit;$11.43;344.51;3,937.75;18417962
81669180;2 Doce Market - Las Mercedes;20/1/2026;InstantDebit;$7.33;344.51;2,523.88;18420992
81669180;2 Doce Market - Las Mercedes;20/1/2026;megasoft;$8.55;344.51;2,945.56;18418267
3610673;2 Doce Market - Las Mercedes;20/1/2026;CreditsPagoMovilV2;$1.35;344.51;465.09;18416249
3607945;2 Doce Market - Las Mercedes;19/1/2026;CreditsPagoMovilV2;$13.50;344.51;4,650.89;18415936
81203762;2 Doce Market - Las Mercedes;19/1/2026;InstantDebit;$2.70;344.51;930.18;18415744
81203762;2 Doce Market - Las Mercedes;19/1/2026;InstantDebit;$17.65;344.51;6,080.26;18415470
81203762;2 Doce Market - Las Mercedes;19/1/2026;megasoft;$5.48;344.51;1,888.26;18412042
81203762;2 Doce Market - Las Mercedes;19/1/2026;megasoft;$11.84;344.51;4,077.28;18413718
81203762;2 Doce Market - Las Mercedes;18/1/2026;InstantDebit;$4.59;344.51;1,581.3;18411764
3605412;2 Doce Market - Las Mercedes;18/1/2026;CreditsPagoMovilV2;$36.54;344.51;12,588.4;18411231
81203762;2 Doce Market - Las Mercedes;18/1/2026;InstantDebit;$14.12;344.51;4,864.83;18408283
81203762;2 Doce Market - Las Mercedes;18/1/2026;InstantDebit;$2.07;344.51;713.14;18407075
3605412;2 Doce Market - Las Mercedes;18/1/2026;CreditsPagoMovilV2;$22.55;344.51;7,766.98;18406116
3605412;2 Doce Market - Las Mercedes;18/1/2026;CreditsPagoMovilV2;$4.05;344.51;1,395.27;18406920
81203762;2 Doce Market - Las Mercedes;18/1/2026;InstantDebit;$9.45;344.51;3,255.62;18411004
81203762;2 Doce Market - Las Mercedes;18/1/2026;InstantDebit;$6.12;344.51;2,108.4;18411927
81203762;2 Doce Market - Las Mercedes;18/1/2026;InstantDebit;$5.40;344.51;1,860.35;18406957
3605412;2 Doce Market - Las Mercedes;18/1/2026;CreditsPagoMovilV2;$8.10;344.51;2,790.53;18411724
81203762;2 Doce Market - Las Mercedes;18/1/2026;InstantDebit;$3.24;344.51;1,116.21;18411293
3604921;2 Doce Market - Las Mercedes;17/1/2026;CreditsPagoMovilV2;$6.30;344.51;2,170.41;18405233
3604921;2 Doce Market - Las Mercedes;17/1/2026;CreditsPagoMovilV2;$5.85;344.51;2,015.38;18405570
81203762;2 Doce Market - Las Mercedes;17/1/2026;punto_de_venta;$3.88;344.51;1,336.7;18402637
81203762;2 Doce Market - Las Mercedes;17/1/2026;InstantDebit;$8.68;344.51;2,988.97;18404165
3604921;2 Doce Market - Las Mercedes;17/1/2026;CreditsPagoMovilV2;$2.70;344.51;930.18;18402191
81203762;2 Doce Market - Las Mercedes;17/1/2026;InstantDebit;$8.95;344.51;3,081.99;18402373
81203762;2 Doce Market - Las Mercedes;17/1/2026;megasoft;$6.54;344.51;2,254.13;18405274
3604921;2 Doce Market - Las Mercedes;17/1/2026;CreditsPagoMovilV2;$7.38;344.51;2,542.48;18403741
3604921;2 Doce Market - Las Mercedes;17/1/2026;CreditsPagoMovilV2;$18.90;344.51;6,511.24;18405075
3604921;2 Doce Market - Las Mercedes;17/1/2026;CreditsPagoMovilV2;$3.90;344.51;1,342.56;18403257
3604921;2 Doce Market - Las Mercedes;17/1/2026;CreditsPagoMovilV2;$10.17;344.51;3,503.67;18404119
81203762;2 Doce Market - Las Mercedes;17/1/2026;megasoft;$4.86;344.51;1,674.32;18405442
81203762;2 Doce Market - Las Mercedes;16/1/2026;megasoft;$38.77;341.74;13,249.94;18395957
3601195;2 Doce Market - Las Mercedes;16/1/2026;CreditsPagoMovilV2;$26.10;341.74;8,919.41;18394082
81203762;2 Doce Market - Las Mercedes;16/1/2026;megasoft;$11.70;339.15;3,968.05;18390871
3601195;2 Doce Market - Las Mercedes;16/1/2026;CreditsPagoMovilV2;$6.08;341.74;2,079.15;18397983
3601195;2 Doce Market - Las Mercedes;16/1/2026;CreditsPagoMovilV2;$5.04;341.74;1,722.37;18390976
81203762;2 Doce Market - Las Mercedes;16/1/2026;InstantDebit;$8.64;341.74;2,952.63;18394300
81203762;2 Doce Market - Las Mercedes;16/1/2026;InstantDebit;$6.19;341.74;2,116.05;18398281
3601195;2 Doce Market - Las Mercedes;16/1/2026;CreditsPagoMovilV2;$39.87;341.74;13,625.17;18393808
81203762;2 Doce Market - Las Mercedes;16/1/2026;InstantDebit;$15.27;341.74;5,219.4;18391760
3598111;2 Doce Market - Las Mercedes;15/1/2026;CreditsPagoMovilV2;$16.07;339.15;5,450.14;18389757
79259824;2 Doce Market - Las Mercedes;15/1/2026;megasoft;$67.50;339.15;22,892.63;18385139
3598111;2 Doce Market - Las Mercedes;15/1/2026;CreditsPagoMovilV2;$10.80;339.15;3,662.82;18390609
79259824;2 Doce Market - Las Mercedes;15/1/2026;punto_de_venta;$6.75;339.15;2,289.26;18390835
79259824;2 Doce Market - Las Mercedes;15/1/2026;megasoft;$9.72;339.15;3,296.54;18385217
79259824;2 Doce Market - Las Mercedes;15/1/2026;megasoft;$3.70;339.15;1,254.52;18390831
79259824;2 Doce Market - Las Mercedes;15/1/2026;megasoft;$25.65;339.15;8,699.2;18387332
3598111;2 Doce Market - Las Mercedes;15/1/2026;CreditsPagoMovilV2;$14.72;339.15;4,993.64;18388999
3598111;2 Doce Market - Las Mercedes;15/1/2026;CreditsPagoMovilV2;$13.45;339.15;4,563.26;18385112
3594766;2 Doce Market - Las Mercedes;14/1/2026;CreditsPagoMovilV2;$10.61;336.46;3,570.18;18384682
78738006;2 Doce Market - Las Mercedes;14/1/2026;InstantDebit;$10.14;336.46;3,411.7;18383174
78738006;2 Doce Market - Las Mercedes;14/1/2026;InstantDebit;$0.26;336.46;87.48;18384639
78738006;2 Doce Market - Las Mercedes;14/1/2026;punto_de_venta;$6.64;336.46;2,234.09;18384004
78738006;2 Doce Market - Las Mercedes;14/1/2026;InstantDebit;$14.96;336.46;5,033.44;18381139
3594766;2 Doce Market - Las Mercedes;14/1/2026;CreditsPagoMovilV2;$17.55;336.46;5,904.87;18383650
78738006;2 Doce Market - Las Mercedes;14/1/2026;megasoft;$12.12;336.46;4,078.9;18380117
3591334;2 Doce Market - Las Mercedes;13/1/2026;CreditsPagoMovilV2;$7.04;330.38;2,325.88;18378069
78266131;2 Doce Market - Las Mercedes;13/1/2026;punto_de_venta;$1.80;330.38;594.68;18377384
74356320;2 Doce Market - Las Mercedes;5/1/2026;InstantDebit;$4.19;304.68;1,276.;18335260
3570366;2 Doce Market - Las Mercedes;3/1/2026;CreditsPagoMovilV2;$9.72;301.37;2,929.32;18332022
73984115;2 Doce Market - Las Mercedes;3/1/2026;punto_de_venta;$1.99;301.37;599.73;18331977
3570366;2 Doce Market - Las Mercedes;3/1/2026;CreditsPagoMovilV2;$7.02;301.37;2,115.62;18332054
3570366;2 Doce Market - Las Mercedes;3/1/2026;CreditsPagoMovilV2;$4.20;301.37;1,266.66;18332068
3567969;2 Doce Market - Las Mercedes;2/1/2026;CreditsPagoMovilV2;$18.86;301.37;5,685.04;18329270
73984115;2 Doce Market - Las Mercedes;2/1/2026;megasoft;$5.20;301.37;1,567.12;18329844
73984115;2 Doce Market - Las Mercedes;2/1/2026;megasoft;$4.05;301.37;1,220.55;18330551
73984115;2 Doce Market - Las Mercedes;2/1/2026;InstantDebit;$3.18;301.37;957.45;18328476
73984115;2 Doce Market - Las Mercedes;2/1/2026;InstantDebit;$13.50;301.37;4,068.49;18328235
73984115;2 Doce Market - Las Mercedes;2/1/2026;megasoft;$4.05;301.37;1,220.55;18331561
73984115;2 Doce Market - Las Mercedes;2/1/2026;InstantDebit;$7.36;301.37;2,219.59;18328541
73984115;2 Doce Market - Las Mercedes;2/1/2026;megasoft;$2.55;301.37;768.49;18329515
73984115;2 Doce Market - Las Mercedes;2/1/2026;megasoft;$21.07;301.37;6,349.56;18326727
73984115;2 Doce Market - Las Mercedes;2/1/2026;megasoft;$4.47;301.37;1,346.22;18331979
72976143;2 Doce Market - Las Mercedes;1/1/2026;megasoft;$14.40;301.37;4,339.73;18325521
72976143;2 Doce Market - Las Mercedes;1/1/2026;InstantDebit;$14.04;301.37;4,231.23;18325768
72976143;2 Doce Market - Las Mercedes;1/1/2026;megasoft;$16.82;301.37;5,069.07;18325626
3565947;2 Doce Market - Las Mercedes;1/1/2026;CreditsPagoMovilV2;$7.73;301.37;2,328.99;18323513
3565947;2 Doce Market - Las Mercedes;1/1/2026;CreditsPagoMovilV2;$266.22;301.37;80,230.72;18325610
72976143;2 Doce Market - Las Mercedes;1/1/2026;InstantDebit;$19.81;301.37;5,969.84;18323923
3565947;2 Doce Market - Las Mercedes;1/1/2026;CreditsPagoMovilV2;$8.50;301.37;2,560.44;18324967
3565947;2 Doce Market - Las Mercedes;1/1/2026;CreditsPagoMovilV2;$4.29;301.37;1,292.88;18324920
3565947;2 Doce Market - Las Mercedes;1/1/2026;CreditsPagoMovilV2;$3.67;301.37;1,106.63;18325228
72976143;2 Doce Market - Las Mercedes;1/1/2026;InstantDebit;$5.40;301.37;1,626.49;18324777
271789362;CAFE IN;18/5/2026;CreditsPagoMovilV2;$9.84;517.96;5,096.73;19207855
158722021;CAFE IN;17/5/2026;CreditsPagoMovilV2;$3.28;517.96;1,698.91;19202130
47331154;CAFE IN;13/5/2026;megasoft;$3.28;508.6;1,668.21;19168672
46564443;CAFE IN;12/5/2026;InstantDebit;$5.33;504.91;2,691.17;19162053
735977482;CAFE IN;11/5/2026;CreditsPagoMovilV2;$7.79;500.46;3,898.58;19157586
45323530;CAFE IN;8/5/2026;megasoft;$3.28;499.86;1,639.54;19129933
43316253;CAFE IN;7/5/2026;megasoft;$4.92;496.83;2,444.4;19120987
42652088;CAFE IN;6/5/2026;InstantDebit;$13.94;493.38;6,877.72;19115211
896983732;CAFE IN;4/5/2026;CreditsPagoMovilV2;$4.51;489.55;2,207.87;19105525
535703073;CAFE IN;3/5/2026;CreditsPagoMovilV2;$6.97;489.55;3,412.16;19085346
40580145;CAFE IN;2/5/2026;megasoft;$5.33;489.55;2,609.3;19079444
40580145;CAFE IN;30/4/2026;InstantDebit;$12.71;487.12;6,191.3;19055431
37677022;CAFE IN;29/4/2026;megasoft;$10.66;486.2;5,182.89;19050110
356643417;CAFE IN;26/4/2026;CreditsPagoMovilV2;$6.15;484.74;2,981.15;19035300
35605357;CAFE IN;26/4/2026;InstantDebit;$10.66;484.74;5,167.33;19032266
35605357;CAFE IN;25/4/2026;InstantDebit;$10.66;484.74;5,167.33;19027377
32589219;CAFE IN;22/4/2026;megasoft;$17.22;482.76;8,313.13;19004004
32589219;CAFE IN;22/4/2026;megasoft;$4.51;482.76;2,177.25;19006149
31843328;CAFE IN;21/4/2026;megasoft;$9.43;481.7;4,542.43;19001331
30425252;CAFE IN;19/4/2026;InstantDebit;$10.66;481.22;5,129.81;18990838
621308482;CAFE IN;17/4/2026;CreditsPagoMovilV2;$9.84;480.26;4,725.76;18973555
26611565;CAFE IN;14/4/2026;megasoft;$3.28;477.63;1,566.63;18952784
32822574;CAFE IN;11/4/2026;CreditsPagoMovilV2;$3.69;477.15;1,760.68;18936715
20735611;CAFE IN;3/4/2026;megasoft;$3.69;474.06;1,749.28;18876675
978783292;CAFE IN;2/4/2026;CreditsPagoMovilV2;$9.84;474.06;4,664.75;18870470
794601564;CAFE IN;1/4/2026;CreditsPagoMovilV2;$3.69;473.92;1,748.76;18867519
315079416;CAFE IN;31/3/2026;CreditsPagoMovilV2;$8.20;473.87;3,885.73;18856395
17372797;CAFE IN;31/3/2026;megasoft;$3.28;473.87;1,554.29;18856557
742451457;CAFE IN;30/3/2026;CreditsPagoMovilV2;$12.30;471.7;5,801.91;18850279
16154798;CAFE IN;28/3/2026;megasoft;$10.25;471.7;4,834.93;18834855
459337006;CAFE IN;28/3/2026;CreditsPagoMovilV2;$8.20;471.7;3,867.94;18834779
459337006;CAFE IN;28/3/2026;CreditsPagoMovilV2;$4.30;471.7;2,028.31;18834854
61429377;CAFE IN;27/3/2026;CreditsPagoMovilV2;$4.92;468.51;2,305.07;18824818
16154798;CAFE IN;27/3/2026;megasoft;$7.38;468.51;3,457.6;18825179
12681854;CAFE IN;24/3/2026;megasoft;$3.28;459.45;1,507.;18806953
3771465;CAFE IN;17/3/2026;CreditsPagoMovilV2;$3.69;448.37;1,654.49;18758336
3746880;CAFE IN;9/3/2026;CreditsPagoMovilV2;$12.30;433.17;5,327.99;18706888
3744284;CAFE IN;8/3/2026;CreditsPagoMovilV2;$4.10;433.17;1,776.;18700273
2951103;CAFE IN;5/3/2026;megasoft;$3.28;427.93;1,403.61;18680659
2113930;CAFE IN;3/3/2026;megasoft;$7.38;421.88;3,113.47;18670063
1688018;CAFE IN;2/3/2026;InstantDebit;$4.92;419.99;2,066.35;18662618
99324902;CAFE IN;25/2/2026;megasoft;$7.38;411.09;3,033.84;18630751
95847660;CAFE IN;18/2/2026;megasoft;$3.28;396.37;1,300.09;18591062
95383293;CAFE IN;17/2/2026;InstantDebit;$6.15;396.37;2,437.68;18581784
3663479;CAFE IN;8/2/2026;CreditsPagoMovilV2;$13.12;382.63;5,020.11;18525351
89372560;CAFE IN;5/2/2026;InstantDebit;$10.66;378.46;4,034.38;18507287
87939065;CAFE IN;2/2/2026;megasoft;$11.07;370.25;4,098.67;18491738
85502070;CAFE IN;28/1/2026;megasoft;$13.53;361.49;4,890.96;18460159
84097080;CAFE IN;25/1/2026;megasoft;$5.74;355.55;2,040.86;18448669
84097080;CAFE IN;25/1/2026;megasoft;$5.19;355.55;1,845.3;18445823
84097080;CAFE IN;24/1/2026;megasoft;$4.92;355.55;1,749.31;18441889
82152990;CAFE IN;21/1/2026;megasoft;$4.92;347.26;1,708.52;18424894
81678240;CAFE IN;20/1/2026;punto_de_venta;$8.20;344.51;2,824.98;18418254
3610528;CAFE IN;20/1/2026;CreditsPagoMovilV2;$9.84;344.51;3,389.98;18416247
81222274;CAFE IN;19/1/2026;megasoft;$11.07;344.51;3,813.73;18414767
74796030;CAFE IN;6/1/2026;InstantDebit;$6.15;308.15;1,895.12;18338213
